Student_ID,Age,Gender,Score_ID,High_School_GPA,SAT_Score,University_ID,University_Ranking,Uni_score,Field_of_Study,Internship_ID,Internships_Completed,Carrer metrics_ID,Projects_Completed,Certifications,Years_to_Promotion,Job_Offers,skill_ID,Soft_Skills_Score,Networking_Score,Job_ID,Starting_Salary,Career_Satisfaction,Current_Job_Level,Work_Life_Balance,Entrepreneur_ID,Entrepreneurship
S02194,29,Male,2194,2.28,1239,2194,792,2.36,Law,2194,3,2194,6,1,4,1,2194,6,7,2194,90600,10,Mid,9,2194,No
S02195,28,Male,2195,3.22,1234,2195,944,2.68,Medicine,2195,2,2195,7,3,1,4,2195,3,3,2195,68700,3,Entry,3,2195,No
S02196,25,Male,2196,2.33,1482,2196,55,2.47,Law,2196,2,2196,9,3,4,0,2196,7,3,2196,52400,6,Entry,1,2196,No
S02197,26,Female,2197,3.06,1226,2197,872,3.93,Law,2197,1,2197,7,4,2,5,2197,1,1,2197,57700,7,Entry,3,2197,No
S02198,21,Female,2198,3.18,1013,2198,639,3.3,Medicine,2198,4,2198,0,3,1,1,2198,9,8,2198,53200,8,Entry,1,2198,No
S02199,18,Female,2199,2.6,1317,2199,180,2.59,Business,2199,4,2199,8,2,5,3,2199,10,2,2199,30300,7,Entry,1,2199,No
S02200,18,Female,2200,2.07,1367,2200,744,3.86,Mathematics,2200,0,2200,5,3,3,2,2200,2,3,2200,55300,7,Mid,9,2200,No
S02201,20,Female,2201,2.07,1042,2201,381,3.48,Medicine,2201,3,2201,0,4,2,2,2201,4,7,2201,47900,2,Entry,1,2201,No
S02202,22,Male,2202,2.05,1508,2202,422,2.57,Medicine,2202,0,2202,0,3,1,1,2202,6,10,2202,40200,3,Entry,5,2202,No
S02203,22,Male,2203,3.48,1208,2203,451,2.76,Law,2203,3,2203,6,3,1,5,2203,6,10,2203,44300,6,Mid,5,2203,Yes
S02204,26,Female,2204,2.64,1300,2204,93,2.4,Arts,2204,3,2204,9,2,3,5,2204,8,8,2204,31300,3,Mid,1,2204,No
S02205,27,Male,2205,3.59,1219,2205,520,3.94,Mathematics,2205,1,2205,1,3,2,2,2205,8,9,2205,26900,9,Mid,9,2205,No
S02206,29,Male,2206,2.86,1111,2206,413,3.03,Law,2206,2,2206,5,1,5,5,2206,4,8,2206,39600,9,Senior,5,2206,Yes
S02207,19,Female,2207,2.91,1216,2207,759,3.79,Business,2207,2,2207,4,4,5,0,2207,6,7,2207,37400,6,Executive,2,2207,Yes
S02208,19,Male,2208,3.03,1084,2208,394,2.69,Medicine,2208,2,2208,4,4,5,2,2208,9,10,2208,78800,1,Senior,7,2208,Yes
S02209,23,Male,2209,3.43,1104,2209,965,3.72,Computer Science,2209,4,2209,9,4,2,0,2209,7,1,2209,71100,1,Mid,9,2209,No
S02210,26,Male,2210,2.55,1263,2210,331,2.11,Medicine,2210,2,2210,5,3,5,0,2210,8,1,2210,43200,4,Mid,4,2210,Yes
S02211,18,Male,2211,2.24,1115,2211,708,3.96,Mathematics,2211,4,2211,7,1,4,2,2211,8,8,2211,57900,10,Entry,5,2211,No
S02212,26,Female,2212,3.11,1145,2212,433,3.82,Business,2212,0,2212,4,5,1,1,2212,2,7,2212,49900,8,Mid,9,2212,Yes
S02213,26,Female,2213,2.65,1138,2213,954,2.73,Mathematics,2213,4,2213,7,5,4,3,2213,7,2,2213,42000,3,Mid,2,2213,No
S02214,26,Female,2214,2.88,1290,2214,163,3.55,Engineering,2214,3,2214,4,4,2,1,2214,3,9,2214,35900,4,Entry,5,2214,No
S02215,22,Male,2215,3.29,1419,2215,946,3.5,Mathematics,2215,1,2215,9,0,5,4,2215,7,10,2215,45200,6,Entry,6,2215,No
S02216,26,Female,2216,2.99,1489,2216,40,3.8,Law,2216,1,2216,5,5,5,4,2216,2,7,2216,42800,9,Mid,3,2216,No
S02217,28,Female,2217,3.24,1176,2217,766,2.61,Arts,2217,3,2217,7,5,5,0,2217,1,9,2217,47700,4,Senior,10,2217,No
S02218,21,Female,2218,3.09,1101,2218,908,2.93,Arts,2218,0,2218,1,2,3,0,2218,9,1,2218,80800,3,Entry,9,2218,No
S02219,19,Male,2219,3.48,1113,2219,85,3.73,Law,2219,1,2219,6,0,3,1,2219,10,3,2219,48600,10,Entry,10,2219,No
S02220,23,Female,2220,3.41,1505,2220,784,3.56,Law,2220,3,2220,2,0,5,1,2220,10,10,2220,31300,10,Mid,8,2220,No
S02221,21,Female,2221,3.07,1377,2221,590,2.79,Business,2221,1,2221,8,4,1,0,2221,1,2,2221,47000,9,Entry,4,2221,No
S02222,23,Female,2222,3.36,1407,2222,725,3.69,Medicine,2222,4,2222,9,0,3,5,2222,1,6,2222,67500,7,Senior,5,2222,No
S02223,20,Female,2223,3.75,974,2223,816,2.09,Computer Science,2223,1,2223,6,0,2,3,2223,3,10,2223,80600,9,Mid,8,2223,No
S02224,23,Male,2224,2.86,1568,2224,767,3.56,Medicine,2224,4,2224,2,5,5,3,2224,1,4,2224,29700,10,Entry,10,2224,Yes
S02225,19,Female,2225,2.83,1564,2225,91,2.41,Medicine,2225,4,2225,7,1,1,4,2225,7,2,2225,50700,6,Mid,10,2225,No
S02226,19,Male,2226,3.53,1041,2226,484,2.57,Computer Science,2226,1,2226,9,2,3,5,2226,7,2,2226,55400,4,Entry,1,2226,No
S02227,26,Female,2227,3.17,1489,2227,385,2.99,Arts,2227,1,2227,1,3,2,3,2227,8,6,2227,65100,5,Mid,8,2227,Yes
S02228,24,Male,2228,2.14,1221,2228,193,2.9,Medicine,2228,4,2228,9,4,3,2,2228,2,9,2228,47400,10,Entry,6,2228,No
S02229,20,Male,2229,3.78,1593,2229,253,3.04,Engineering,2229,1,2229,7,5,2,0,2229,7,6,2229,50100,2,Entry,7,2229,Yes
S02230,28,Male,2230,2.06,1360,2230,790,3.09,Engineering,2230,0,2230,6,5,5,1,2230,9,4,2230,43700,3,Entry,4,2230,No
S02231,18,Female,2231,3.5,1569,2231,655,2.66,Business,2231,2,2231,4,4,1,0,2231,10,9,2231,30400,5,Senior,6,2231,No
S02232,25,Male,2232,3.52,1045,2232,244,2.35,Business,2232,2,2232,3,0,4,2,2232,5,2,2232,64200,3,Mid,10,2232,Yes
S02233,23,Female,2233,3.91,953,2233,724,3.54,Mathematics,2233,3,2233,9,3,3,3,2233,10,6,2233,35700,3,Senior,10,2233,No
S02234,24,Female,2234,2.11,1255,2234,707,2.8,Computer Science,2234,2,2234,9,5,1,0,2234,3,7,2234,26500,9,Mid,4,2234,No
S02235,26,Male,2235,3.19,1176,2235,270,3.01,Computer Science,2235,0,2235,0,3,4,2,2235,9,3,2235,43000,4,Mid,10,2235,Yes
S02236,22,Male,2236,2.86,1494,2236,841,3.29,Business,2236,2,2236,3,3,5,5,2236,1,4,2236,25000,4,Entry,10,2236,No
S02237,18,Male,2237,2.66,1299,2237,19,3.82,Law,2237,2,2237,5,4,2,3,2237,3,7,2237,43900,1,Mid,2,2237,No
S02238,29,Female,2238,2.18,1567,2238,40,3.42,Medicine,2238,0,2238,5,4,5,4,2238,2,9,2238,43100,7,Entry,1,2238,No
S02239,27,Female,2239,3.13,1415,2239,610,2.09,Law,2239,4,2239,1,5,1,5,2239,2,5,2239,48600,10,Senior,4,2239,No
S02240,24,Male,2240,2.96,1398,2240,516,3.68,Arts,2240,2,2240,8,5,1,4,2240,3,2,2240,42800,9,Mid,7,2240,No
S02241,22,Male,2241,2.21,1210,2241,33,3.98,Engineering,2241,3,2241,0,5,3,4,2241,10,8,2241,50800,8,Senior,8,2241,Yes
S02242,20,Female,2242,3.22,1170,2242,811,2.94,Computer Science,2242,2,2242,3,1,4,5,2242,7,9,2242,78100,2,Mid,3,2242,Yes
S02243,29,Female,2243,3.48,1475,2243,677,3.94,Business,2243,2,2243,3,4,4,2,2243,6,2,2243,25000,6,Entry,3,2243,No
S02244,26,Female,2244,3.53,1348,2244,450,3.09,Engineering,2244,0,2244,1,4,3,2,2244,9,10,2244,72900,10,Entry,5,2244,No
S02245,18,Female,2245,3.81,1011,2245,539,2.92,Law,2245,0,2245,7,1,5,1,2245,10,10,2245,28400,10,Mid,10,2245,No
S02246,18,Male,2246,2.82,1138,2246,685,2.66,Computer Science,2246,3,2246,1,4,4,1,2246,10,1,2246,56800,5,Entry,10,2246,No
S02247,18,Male,2247,3.91,1043,2247,849,3.32,Computer Science,2247,1,2247,1,0,5,4,2247,3,4,2247,69100,8,Entry,7,2247,No
S02248,20,Male,2248,3.73,1273,2248,625,2.46,Mathematics,2248,0,2248,1,0,2,0,2248,5,1,2248,47100,1,Entry,4,2248,No
S02249,29,Male,2249,2.59,919,2249,946,2.21,Medicine,2249,1,2249,0,1,1,3,2249,9,1,2249,53000,9,Entry,7,2249,No
S02250,23,Male,2250,2.32,1475,2250,885,2.05,Computer Science,2250,3,2250,4,5,2,1,2250,3,5,2250,61000,9,Entry,2,2250,No
S02251,27,Male,2251,2.87,1188,2251,892,2.58,Arts,2251,2,2251,3,1,3,3,2251,8,7,2251,65700,7,Senior,1,2251,Yes
S02252,28,Male,2252,2.8,1492,2252,607,2.79,Computer Science,2252,2,2252,1,0,4,5,2252,9,3,2252,32400,8,Entry,6,2252,No
S02253,20,Female,2253,3.15,1096,2253,319,3.1,Arts,2253,1,2253,0,3,2,0,2253,7,7,2253,56300,9,Entry,4,2253,No
S02254,25,Female,2254,3.17,1281,2254,745,2.59,Law,2254,3,2254,0,4,1,4,2254,6,5,2254,49100,5,Mid,7,2254,No
S02255,27,Female,2255,3.5,1480,2255,646,3.97,Mathematics,2255,3,2255,1,2,4,3,2255,6,10,2255,57400,2,Entry,1,2255,No
S02256,19,Female,2256,3.02,1597,2256,124,2.58,Medicine,2256,0,2256,0,2,5,5,2256,6,8,2256,57300,1,Mid,1,2256,No
S02257,26,Male,2257,2.21,1578,2257,372,2.88,Mathematics,2257,1,2257,8,1,4,4,2257,5,7,2257,49100,5,Mid,5,2257,No
S02258,20,Female,2258,3.72,1391,2258,351,2.21,Arts,2258,0,2258,1,2,1,3,2258,7,1,2258,50200,8,Entry,1,2258,No
S02259,22,Male,2259,2.62,1063,2259,323,2.52,Law,2259,1,2259,2,3,4,0,2259,7,1,2259,58100,10,Entry,2,2259,No
S02260,27,Female,2260,3.94,1505,2260,488,2.1,Engineering,2260,0,2260,8,2,2,1,2260,7,7,2260,43300,4,Mid,3,2260,Yes
S02261,25,Male,2261,2.24,1148,2261,451,3.12,Mathematics,2261,0,2261,4,0,3,2,2261,3,6,2261,61400,4,Entry,1,2261,Yes
S02262,19,Other,2262,3.92,967,2262,353,3.5,Mathematics,2262,3,2262,7,1,2,4,2262,6,9,2262,38900,4,Executive,8,2262,No
S02263,23,Male,2263,2.18,920,2263,116,2.39,Computer Science,2263,3,2263,6,5,4,1,2263,9,8,2263,79800,8,Senior,2,2263,Yes
S02264,29,Male,2264,2.46,1411,2264,955,2.74,Mathematics,2264,2,2264,5,2,5,3,2264,9,6,2264,57300,7,Mid,2,2264,No
S02265,22,Female,2265,2.09,1496,2265,13,2.03,Business,2265,2,2265,1,4,4,5,2265,4,6,2265,53800,1,Entry,8,2265,No
S02266,27,Male,2266,3.41,1289,2266,917,3.68,Business,2266,3,2266,3,1,1,5,2266,9,9,2266,41500,10,Entry,7,2266,No
S02267,26,Female,2267,3.7,1435,2267,320,3.56,Arts,2267,3,2267,8,3,2,1,2267,2,4,2267,48200,6,Entry,3,2267,No
S02268,29,Female,2268,2.87,1010,2268,165,2.13,Medicine,2268,0,2268,6,0,2,2,2268,8,9,2268,56400,4,Entry,5,2268,No
S02269,22,Female,2269,3.86,1494,2269,720,2.73,Arts,2269,2,2269,2,2,4,4,2269,2,8,2269,68600,2,Executive,3,2269,No
S02270,19,Other,2270,3.18,1359,2270,85,3.91,Mathematics,2270,3,2270,5,0,3,4,2270,5,3,2270,32800,3,Entry,5,2270,No
S02271,22,Other,2271,3.26,977,2271,248,2.78,Mathematics,2271,1,2271,7,3,4,1,2271,6,4,2271,29800,4,Entry,9,2271,No
S02272,29,Male,2272,3.69,1333,2272,432,3.05,Law,2272,1,2272,7,5,3,0,2272,2,7,2272,43100,10,Senior,3,2272,No
S02273,21,Female,2273,2.59,1279,2273,568,2.71,Mathematics,2273,2,2273,7,2,4,3,2273,9,3,2273,44000,7,Entry,3,2273,Yes
S02274,28,Female,2274,2.71,1551,2274,684,3.19,Law,2274,1,2274,7,5,2,1,2274,6,3,2274,43400,1,Entry,1,2274,No
S02275,24,Female,2275,3.81,1339,2275,653,3.96,Mathematics,2275,0,2275,9,5,3,0,2275,8,8,2275,57200,1,Executive,5,2275,No
S02276,23,Male,2276,3.8,1238,2276,644,4,Mathematics,2276,2,2276,5,1,1,4,2276,4,5,2276,53500,3,Entry,3,2276,No
S02277,19,Female,2277,3.95,1323,2277,479,3.55,Arts,2277,3,2277,9,5,3,3,2277,3,5,2277,46500,2,Mid,3,2277,No
S02278,29,Other,2278,3.8,1068,2278,713,2.81,Arts,2278,1,2278,2,1,5,4,2278,4,8,2278,70400,3,Entry,4,2278,No
S02279,28,Female,2279,2.25,1161,2279,368,2.99,Engineering,2279,0,2279,8,5,1,2,2279,1,6,2279,84500,3,Mid,2,2279,No
S02280,28,Male,2280,3.65,1478,2280,801,2.71,Law,2280,3,2280,2,4,4,5,2280,1,5,2280,58200,1,Entry,2,2280,Yes
S02281,22,Male,2281,2.82,1128,2281,933,3.97,Engineering,2281,4,2281,3,3,5,0,2281,8,1,2281,56700,6,Mid,8,2281,Yes
S02282,24,Male,2282,3.98,1060,2282,821,3.42,Arts,2282,0,2282,9,2,1,2,2282,1,5,2282,51100,8,Entry,3,2282,Yes
S02283,28,Female,2283,2.94,1326,2283,357,2.9,Medicine,2283,1,2283,0,0,4,2,2283,5,8,2283,33300,5,Entry,4,2283,No
S02284,24,Female,2284,3.11,1021,2284,408,2.02,Computer Science,2284,0,2284,1,0,3,2,2284,10,9,2284,64900,1,Mid,2,2284,Yes
S02285,22,Male,2285,3.06,1048,2285,345,3.04,Law,2285,4,2285,5,2,4,0,2285,9,6,2285,46500,10,Entry,5,2285,No
S02286,29,Male,2286,2.64,1010,2286,179,3.97,Business,2286,4,2286,0,3,2,3,2286,3,10,2286,49100,7,Senior,9,2286,No
S02287,26,Male,2287,2.15,1556,2287,425,3.05,Engineering,2287,0,2287,8,3,1,4,2287,10,3,2287,52100,10,Mid,9,2287,Yes
S02288,21,Male,2288,3.79,1120,2288,541,2.36,Law,2288,3,2288,7,5,3,3,2288,2,8,2288,32000,9,Mid,8,2288,No
S02289,28,Female,2289,3.61,963,2289,443,2.04,Computer Science,2289,3,2289,1,0,4,5,2289,5,5,2289,69800,7,Entry,9,2289,No
S02290,20,Female,2290,2.28,1537,2290,936,2.71,Engineering,2290,4,2290,1,2,3,3,2290,2,2,2290,62600,9,Senior,9,2290,No
S02291,21,Male,2291,3.55,1253,2291,819,3.84,Law,2291,2,2291,7,5,3,3,2291,10,1,2291,37700,10,Mid,9,2291,No
S02292,22,Female,2292,3.25,1373,2292,306,3.99,Engineering,2292,2,2292,7,2,1,4,2292,1,8,2292,34400,9,Entry,10,2292,Yes
S02293,23,Male,2293,2.82,1384,2293,367,3.89,Engineering,2293,3,2293,0,0,3,4,2293,9,2,2293,38200,2,Senior,2,2293,No
S02294,20,Other,2294,2.51,912,2294,36,3.46,Arts,2294,2,2294,4,2,1,0,2294,10,3,2294,38000,8,Mid,3,2294,No
S02295,19,Male,2295,3.72,1052,2295,463,3.12,Mathematics,2295,3,2295,1,2,3,5,2295,9,9,2295,33100,7,Entry,4,2295,No
S02296,21,Male,2296,3.4,1138,2296,621,3.18,Arts,2296,1,2296,0,5,3,1,2296,1,1,2296,54700,7,Entry,1,2296,No
S02297,22,Male,2297,3.1,1089,2297,828,3.08,Engineering,2297,3,2297,2,1,4,4,2297,4,8,2297,54600,2,Senior,6,2297,No
S02298,21,Female,2298,3.22,1562,2298,146,3.41,Engineering,2298,1,2298,2,1,5,4,2298,5,2,2298,31300,1,Entry,2,2298,No
S02299,28,Female,2299,2.18,985,2299,788,2.84,Mathematics,2299,4,2299,9,4,1,5,2299,2,8,2299,80600,4,Mid,4,2299,No
S02300,29,Female,2300,2.95,920,2300,901,3.34,Business,2300,2,2300,8,5,2,1,2300,9,2,2300,35000,7,Entry,5,2300,Yes
S02301,20,Male,2301,2.39,1593,2301,146,2.24,Computer Science,2301,4,2301,9,4,1,4,2301,9,7,2301,25000,6,Mid,4,2301,Yes
S02302,25,Male,2302,2.42,1218,2302,380,2.53,Mathematics,2302,0,2302,0,3,3,3,2302,9,3,2302,59600,10,Entry,6,2302,No
S02303,27,Male,2303,3.32,1057,2303,168,3.67,Computer Science,2303,0,2303,1,1,5,5,2303,8,4,2303,49800,2,Entry,10,2303,No
S02304,21,Female,2304,3.82,1380,2304,769,3.81,Medicine,2304,4,2304,8,1,1,4,2304,6,1,2304,44200,7,Mid,10,2304,Yes
S02305,19,Male,2305,2.81,975,2305,275,3.08,Mathematics,2305,3,2305,4,1,3,0,2305,1,10,2305,52100,10,Senior,6,2305,No
S02306,19,Female,2306,2.42,1228,2306,87,2.06,Medicine,2306,3,2306,8,1,2,4,2306,10,1,2306,49300,9,Mid,9,2306,No
S02307,18,Female,2307,3.3,1315,2307,154,3.85,Medicine,2307,2,2307,5,3,4,1,2307,5,10,2307,60500,2,Entry,9,2307,No
S02308,21,Female,2308,3.74,1102,2308,497,3.4,Arts,2308,4,2308,9,0,4,3,2308,8,8,2308,47000,10,Entry,1,2308,No
S02309,27,Male,2309,3.5,1128,2309,797,2.83,Arts,2309,0,2309,9,3,1,1,2309,4,8,2309,42600,5,Entry,10,2309,No
S02310,26,Male,2310,3.74,1051,2310,315,3.2,Business,2310,4,2310,2,0,1,5,2310,8,2,2310,53200,2,Mid,8,2310,No
S02311,28,Male,2311,3.07,971,2311,831,2.86,Arts,2311,4,2311,7,4,2,4,2311,6,4,2311,61900,1,Mid,5,2311,Yes
S02312,24,Female,2312,3.5,1124,2312,610,2.93,Medicine,2312,2,2312,8,1,4,4,2312,1,2,2312,48500,7,Mid,1,2312,No
S02313,29,Female,2313,2.28,1372,2313,723,3.77,Law,2313,3,2313,1,5,3,0,2313,1,8,2313,49300,2,Mid,5,2313,Yes
S02314,27,Male,2314,2.7,1542,2314,958,2.32,Engineering,2314,0,2314,8,5,1,3,2314,3,7,2314,69400,6,Entry,6,2314,No
S02315,24,Male,2315,2.78,1259,2315,560,2.21,Medicine,2315,2,2315,3,0,5,4,2315,1,7,2315,50700,7,Mid,7,2315,Yes
S02316,24,Female,2316,3.02,1439,2316,830,2.01,Business,2316,0,2316,7,3,4,0,2316,4,10,2316,28100,1,Entry,3,2316,No
S02317,25,Female,2317,3.86,1508,2317,274,2.63,Engineering,2317,0,2317,4,0,3,0,2317,3,3,2317,51200,9,Entry,9,2317,No
S02318,18,Male,2318,3.75,945,2318,706,2.29,Arts,2318,3,2318,5,2,4,1,2318,7,5,2318,50100,6,Entry,3,2318,No
S02319,27,Female,2319,2.27,900,2319,764,2.44,Engineering,2319,3,2319,3,4,2,3,2319,9,1,2319,53900,2,Mid,1,2319,No
S02320,27,Male,2320,2.35,1577,2320,795,2.02,Law,2320,2,2320,4,4,5,2,2320,7,10,2320,53500,1,Entry,3,2320,No
S02321,25,Male,2321,2.72,1144,2321,262,2.45,Business,2321,1,2321,0,1,3,5,2321,5,4,2321,50200,1,Entry,7,2321,No
S02322,21,Female,2322,2.58,1118,2322,487,2.67,Arts,2322,2,2322,2,1,3,0,2322,1,4,2322,54900,2,Entry,10,2322,No
S02323,21,Female,2323,3.23,1513,2323,454,2.06,Computer Science,2323,2,2323,3,3,1,2,2323,5,1,2323,31900,9,Entry,1,2323,No
S02324,21,Female,2324,3.81,1190,2324,443,3.22,Medicine,2324,1,2324,0,0,2,1,2324,1,7,2324,83900,2,Mid,4,2324,No
S02325,23,Male,2325,3.92,1357,2325,262,3.14,Mathematics,2325,0,2325,2,2,2,0,2325,6,5,2325,51100,1,Mid,7,2325,No
S02326,24,Female,2326,3.31,1103,2326,543,2.19,Law,2326,4,2326,3,4,3,5,2326,8,1,2326,34000,4,Mid,3,2326,No
S02327,23,Male,2327,3.68,1101,2327,105,3.19,Law,2327,1,2327,8,0,4,3,2327,7,5,2327,27900,9,Mid,7,2327,No
S02328,18,Male,2328,3.05,1465,2328,1000,4,Mathematics,2328,4,2328,2,2,3,2,2328,1,8,2328,56900,8,Entry,4,2328,No
S02329,29,Female,2329,2.42,1381,2329,350,3.89,Medicine,2329,0,2329,2,5,3,3,2329,8,10,2329,44100,7,Mid,7,2329,Yes
S02330,25,Male,2330,3.05,1410,2330,824,2.01,Business,2330,1,2330,3,0,3,2,2330,9,8,2330,54500,8,Senior,9,2330,No
S02331,27,Female,2331,3.11,1177,2331,438,3.59,Business,2331,3,2331,8,1,3,1,2331,10,2,2331,81800,2,Entry,10,2331,No
S02332,28,Female,2332,3.48,915,2332,981,2.71,Law,2332,2,2332,8,5,3,0,2332,2,1,2332,50400,5,Entry,5,2332,No
S02333,24,Male,2333,2.44,1424,2333,169,2.13,Medicine,2333,1,2333,0,5,3,0,2333,1,2,2333,66300,7,Entry,3,2333,No
S02334,23,Male,2334,2.74,1255,2334,748,2.59,Engineering,2334,1,2334,7,4,4,1,2334,6,6,2334,35300,1,Mid,1,2334,Yes
S02335,23,Male,2335,2.73,1255,2335,786,2.64,Computer Science,2335,0,2335,9,2,5,5,2335,4,5,2335,53900,6,Mid,3,2335,No
S02336,22,Male,2336,3.92,1498,2336,343,3.05,Computer Science,2336,3,2336,0,1,5,5,2336,7,4,2336,37200,7,Executive,4,2336,No
S02337,23,Female,2337,2.89,977,2337,230,3.32,Business,2337,1,2337,1,5,1,4,2337,3,8,2337,32600,8,Mid,2,2337,No
S02338,29,Female,2338,3.51,966,2338,23,3.5,Business,2338,3,2338,9,3,5,2,2338,3,5,2338,52800,5,Entry,4,2338,Yes
S02339,26,Male,2339,3.5,1113,2339,988,2.49,Engineering,2339,4,2339,4,3,4,5,2339,8,4,2339,72200,8,Mid,5,2339,No
S02340,27,Male,2340,2.53,1596,2340,676,2.64,Business,2340,1,2340,5,1,3,5,2340,7,8,2340,64500,10,Executive,8,2340,No
S02341,26,Female,2341,3.14,1348,2341,281,2.62,Computer Science,2341,3,2341,1,2,2,2,2341,5,1,2341,90800,1,Mid,5,2341,No
S02342,27,Female,2342,3.79,1332,2342,519,2.73,Medicine,2342,2,2342,9,2,4,4,2342,3,9,2342,49200,4,Entry,2,2342,Yes
S02343,25,Male,2343,2.95,1444,2343,722,4,Law,2343,0,2343,4,4,2,1,2343,1,2,2343,55100,6,Entry,1,2343,No
S02344,27,Male,2344,3.89,1014,2344,253,3.56,Computer Science,2344,3,2344,2,1,1,3,2344,3,8,2344,60000,4,Entry,9,2344,Yes
S02345,26,Female,2345,2.43,1319,2345,404,3.95,Engineering,2345,0,2345,6,3,4,3,2345,9,9,2345,51700,5,Senior,4,2345,No
S02346,27,Male,2346,2.15,1398,2346,133,3.39,Medicine,2346,1,2346,0,1,3,1,2346,1,10,2346,63300,2,Mid,9,2346,No
S02347,25,Male,2347,3.78,1279,2347,274,2.81,Medicine,2347,1,2347,4,0,3,3,2347,5,8,2347,41900,7,Senior,9,2347,No
S02348,25,Female,2348,3.7,1042,2348,618,2.78,Law,2348,4,2348,2,2,4,1,2348,4,9,2348,39600,9,Entry,1,2348,No
S02349,18,Female,2349,3.99,1531,2349,232,2.98,Computer Science,2349,0,2349,1,5,4,2,2349,6,4,2349,42300,7,Senior,7,2349,Yes
S02350,27,Female,2350,3.36,923,2350,545,2.83,Mathematics,2350,2,2350,2,0,3,2,2350,2,2,2350,34900,1,Entry,6,2350,No
S02351,28,Female,2351,3.87,1438,2351,79,3.66,Medicine,2351,2,2351,9,3,2,4,2351,4,3,2351,25000,2,Entry,2,2351,No
S02352,22,Female,2352,3.65,974,2352,35,2.93,Medicine,2352,3,2352,3,2,4,5,2352,9,8,2352,47700,8,Entry,10,2352,No
S02353,21,Male,2353,3.69,1434,2353,495,2.59,Business,2353,2,2353,1,3,3,1,2353,5,5,2353,25000,1,Entry,4,2353,No
S02354,19,Male,2354,3.14,1572,2354,110,3.55,Medicine,2354,0,2354,1,3,5,5,2354,8,4,2354,44000,2,Executive,5,2354,No
S02355,25,Male,2355,2.76,940,2355,321,3.71,Engineering,2355,1,2355,2,3,4,3,2355,2,3,2355,25000,5,Entry,5,2355,No
S02356,20,Male,2356,3.87,1467,2356,575,2.84,Medicine,2356,0,2356,1,4,1,1,2356,9,3,2356,74000,6,Entry,7,2356,No
S02357,21,Female,2357,2.86,1312,2357,981,3.34,Business,2357,0,2357,5,3,1,0,2357,7,10,2357,44000,1,Senior,10,2357,No
S02358,29,Female,2358,3.08,1314,2358,328,2.12,Arts,2358,1,2358,1,3,4,4,2358,7,10,2358,25000,1,Mid,2,2358,No
S02359,24,Other,2359,2.89,1348,2359,967,3.06,Arts,2359,0,2359,0,0,3,0,2359,2,7,2359,50500,2,Entry,3,2359,No
S02360,27,Female,2360,3.13,1509,2360,809,2.09,Engineering,2360,2,2360,7,0,2,4,2360,8,8,2360,54000,3,Entry,2,2360,No
S02361,26,Male,2361,2.94,1557,2361,690,2.06,Law,2361,3,2361,9,0,4,4,2361,9,5,2361,41000,9,Mid,7,2361,No
S02362,19,Male,2362,2.1,1335,2362,384,3.23,Law,2362,3,2362,3,2,1,4,2362,10,8,2362,74200,3,Entry,7,2362,No
S02363,20,Female,2363,3.76,1451,2363,364,2.61,Mathematics,2363,0,2363,1,4,2,0,2363,5,9,2363,58800,8,Entry,9,2363,Yes
S02364,21,Female,2364,2.89,1138,2364,232,3.49,Mathematics,2364,1,2364,3,2,5,4,2364,3,4,2364,46300,6,Entry,4,2364,No
S02365,27,Female,2365,3.18,941,2365,616,3.79,Engineering,2365,4,2365,1,4,2,1,2365,3,2,2365,57900,10,Mid,4,2365,No
S02366,18,Female,2366,2.28,909,2366,414,2.28,Medicine,2366,0,2366,4,4,5,1,2366,6,5,2366,73200,5,Mid,6,2366,Yes
S02367,24,Female,2367,2.01,1164,2367,294,3.45,Medicine,2367,0,2367,6,1,1,0,2367,1,2,2367,31800,9,Senior,3,2367,No
S02368,19,Female,2368,2.49,1480,2368,547,3.03,Arts,2368,4,2368,5,5,5,2,2368,10,10,2368,37700,8,Mid,3,2368,No
S02369,22,Male,2369,3.41,1344,2369,706,2.22,Arts,2369,3,2369,1,1,2,2,2369,9,2,2369,50400,3,Mid,9,2369,No
S02370,18,Female,2370,2.2,1038,2370,174,3.3,Computer Science,2370,3,2370,3,1,1,0,2370,6,6,2370,25000,7,Mid,7,2370,Yes
S02371,20,Female,2371,3.82,1095,2371,392,3.22,Arts,2371,4,2371,7,4,2,4,2371,9,10,2371,54300,4,Mid,9,2371,No
S02372,29,Male,2372,2.43,973,2372,102,3.03,Mathematics,2372,1,2372,6,4,4,4,2372,3,10,2372,74700,8,Mid,2,2372,No
S02373,19,Female,2373,2.41,1514,2373,836,3.85,Arts,2373,0,2373,6,2,2,4,2373,10,1,2373,48100,7,Senior,4,2373,Yes
S02374,18,Male,2374,2.36,1124,2374,293,3.04,Engineering,2374,2,2374,3,4,4,0,2374,3,2,2374,26200,3,Mid,8,2374,Yes
S02375,24,Female,2375,2.03,1534,2375,85,3.98,Computer Science,2375,3,2375,0,3,4,4,2375,10,5,2375,62000,7,Mid,9,2375,No
S02376,22,Male,2376,3.54,1001,2376,909,3.02,Law,2376,3,2376,6,3,5,1,2376,7,10,2376,74700,6,Mid,3,2376,No
S02377,18,Female,2377,3.75,1163,2377,201,2.23,Computer Science,2377,3,2377,5,4,4,4,2377,7,5,2377,25000,6,Entry,8,2377,No
