Student_ID,Score_ID,High_School_GPA,SAT_Score
S02089,2089,3.74,1377
S02090,2090,3.79,1313
S02091,2091,3.77,1486
S02092,2092,3.08,1250
S02093,2093,3.29,1405
S02094,2094,3.09,1094
S02095,2095,2.1,1086
S02096,2096,3.49,1349
S02097,2097,3.01,1395
S02098,2098,3.3,1414
S02099,2099,3.01,1595
S02100,2100,2.98,1172
S02101,2101,2.34,951
S02102,2102,2.56,1162
S02103,2103,2.32,1267
S02104,2104,2.39,1032
S02105,2105,3.95,1124
S02106,2106,2.31,1209
S02107,2107,2.54,1472
S02108,2108,3.18,915
S02109,2109,3.22,1094
S02110,2110,2.31,1342
S02111,2111,3.59,1202
S02112,2112,3.57,947
S02113,2113,2.47,1020
S02114,2114,2.58,1398
S02115,2115,3.88,1461
S02116,2116,3.65,1368
S02117,2117,3.4,940
S02118,2118,2.16,1355
S02119,2119,2.84,1433
S02120,2120,3.12,1270
S02121,2121,2.37,1081
S02122,2122,2.9,1416
S02123,2123,3.2,1556
S02124,2124,2.65,1489
S02125,2125,3.56,1130
S02126,2126,3.68,1247
S02127,2127,2.65,1378
S02128,2128,3.68,1108
S02129,2129,2.21,1574
S02130,2130,3.68,1579
S02131,2131,2.31,1177
S02132,2132,2.17,1587
S02133,2133,3.28,952
S02134,2134,2.94,909
S02135,2135,3.82,1557
S02136,2136,2.73,1363
S02137,2137,2.57,1482
S02138,2138,3,1057
S02139,2139,2.91,918
S02140,2140,2.69,954
S02141,2141,3.39,920
S02142,2142,3.52,1181
S02143,2143,3.71,1439
S02144,2144,3.95,1316
S02145,2145,2.53,1184
S02146,2146,3.43,1431
S02147,2147,2.79,1431
S02148,2148,3.35,1410
S02149,2149,2.95,1295
S02150,2150,3.99,1019
S02151,2151,3.46,996
S02152,2152,3.9,1019
S02153,2153,3.67,1436
S02154,2154,3.81,1052
S02155,2155,3.63,1144
S02156,2156,2.92,1415
S02157,2157,2.5,1292
S02158,2158,2.74,1042
S02159,2159,2.04,1403
S02160,2160,3.05,1119
S02161,2161,3.01,1059
S02162,2162,3.05,975
S02163,2163,3.95,1510
S02164,2164,3.82,1591
S02165,2165,2.32,1538
S02166,2166,2.74,931
S02167,2167,2.85,1233
S02168,2168,2.72,1424
S02169,2169,3.6,1339
S02170,2170,3.05,1251
S02171,2171,3.14,1238
S02172,2172,3.71,1299
S02173,2173,3.61,1295
S02174,2174,2.26,1101
S02175,2175,3.43,1429
S02176,2176,2.87,992
S02177,2177,2.59,1257
S02178,2178,2.1,1295
S02179,2179,2.97,959
S02180,2180,2.71,1376
S02181,2181,2.5,1511
S02182,2182,3.39,900
S02183,2183,3.54,1454
S02184,2184,2.49,1210
S02185,2185,2.1,1067
S02186,2186,3.7,1091
S02187,2187,2.02,933
S02188,2188,3.87,933
S02189,2189,3.26,1587
S02190,2190,2.64,1316
S02191,2191,2.49,1057
S02192,2192,2.02,1399
S02193,2193,2.47,1265
S02194,2194,2.28,1239
S02195,2195,3.22,1234
S02196,2196,2.33,1482
S02197,2197,3.06,1226
S02198,2198,3.18,1013
S02199,2199,2.6,1317
S02200,2200,2.07,1367
S02201,2201,2.07,1042
S02202,2202,2.05,1508
S02203,2203,3.48,1208
S02204,2204,2.64,1300
S02205,2205,3.59,1219
S02206,2206,2.86,1111
S02207,2207,2.91,1216
S02208,2208,3.03,1084
S02209,2209,3.43,1104
S02210,2210,2.55,1263
S02211,2211,2.24,1115
S02212,2212,3.11,1145
S02213,2213,2.65,1138
S02214,2214,2.88,1290
S02215,2215,3.29,1419
S02216,2216,2.99,1489
S02217,2217,3.24,1176
S02218,2218,3.09,1101
S02219,2219,3.48,1113
S02220,2220,3.41,1505
S02221,2221,3.07,1377
S02222,2222,3.36,1407
S02223,2223,3.75,974
S02224,2224,2.86,1568
S02225,2225,2.83,1564
S02226,2226,3.53,1041
S02227,2227,3.17,1489
S02228,2228,2.14,1221
S02229,2229,3.78,1593
S02230,2230,2.06,1360
S02231,2231,3.5,1569
S02232,2232,3.52,1045
S02233,2233,3.91,953
S02234,2234,2.11,1255
S02235,2235,3.19,1176
S02236,2236,2.86,1494
S02237,2237,2.66,1299
S02238,2238,2.18,1567
S02239,2239,3.13,1415
S02240,2240,2.96,1398
S02241,2241,2.21,1210
S02242,2242,3.22,1170
S02243,2243,3.48,1475
S02244,2244,3.53,1348
S02245,2245,3.81,1011
S02246,2246,2.82,1138
S02247,2247,3.91,1043
S02248,2248,3.73,1273
S02249,2249,2.59,919
S02250,2250,2.32,1475
S02251,2251,2.87,1188
S02252,2252,2.8,1492
S02253,2253,3.15,1096
S02254,2254,3.17,1281
S02255,2255,3.5,1480
S02256,2256,3.02,1597
S02257,2257,2.21,1578
S02258,2258,3.72,1391
S02259,2259,2.62,1063
S02260,2260,3.94,1505
S02261,2261,2.24,1148
S02262,2262,3.92,967
S02263,2263,2.18,920
S02264,2264,2.46,1411
S02265,2265,2.09,1496
S02266,2266,3.41,1289
S02267,2267,3.7,1435
S02268,2268,2.87,1010
S02269,2269,3.86,1494
S02270,2270,3.18,1359
S02271,2271,3.26,977
S02272,2272,3.69,1333
S02273,2273,2.59,1279
S02274,2274,2.71,1551
S02275,2275,3.81,1339
S02276,2276,3.8,1238
S02277,2277,3.95,1323
S02278,2278,3.8,1068
S02279,2279,2.25,1161
S02280,2280,3.65,1478
S02281,2281,2.82,1128
S02282,2282,3.98,1060
S02283,2283,2.94,1326
S02284,2284,3.11,1021
S02285,2285,3.06,1048
S02286,2286,2.64,1010
S02287,2287,2.15,1556
S02288,2288,3.79,1120
S02289,2289,3.61,963
S02290,2290,2.28,1537
S02291,2291,3.55,1253
S02292,2292,3.25,1373
S02293,2293,2.82,1384
S02294,2294,2.51,912
S02295,2295,3.72,1052
S02296,2296,3.4,1138
S02297,2297,3.1,1089
S02298,2298,3.22,1562
S02299,2299,2.18,985
S02300,2300,2.95,920
S02301,2301,2.39,1593
S02302,2302,2.42,1218
S02303,2303,3.32,1057
S02304,2304,3.82,1380
S02305,2305,2.81,975
S02306,2306,2.42,1228
S02307,2307,3.3,1315
S02308,2308,3.74,1102
S02309,2309,3.5,1128
S02310,2310,3.74,1051
S02311,2311,3.07,971
S02312,2312,3.5,1124
S02313,2313,2.28,1372
S02314,2314,2.7,1542
S02315,2315,2.78,1259
S02316,2316,3.02,1439
S02317,2317,3.86,1508
S02318,2318,3.75,945
S02319,2319,2.27,900
S02320,2320,2.35,1577
S02321,2321,2.72,1144
S02322,2322,2.58,1118
S02323,2323,3.23,1513
S02324,2324,3.81,1190
S02325,2325,3.92,1357
S02326,2326,3.31,1103
S02327,2327,3.68,1101
S02328,2328,3.05,1465
S02329,2329,2.42,1381
S02330,2330,3.05,1410
S02331,2331,3.11,1177
S02332,2332,3.48,915
S02333,2333,2.44,1424
S02334,2334,2.74,1255
S02335,2335,2.73,1255
S02336,2336,3.92,1498
S02337,2337,2.89,977
S02338,2338,3.51,966
S02339,2339,3.5,1113
S02340,2340,2.53,1596
S02341,2341,3.14,1348
S02342,2342,3.79,1332
S02343,2343,2.95,1444
S02344,2344,3.89,1014
S02345,2345,2.43,1319
S02346,2346,2.15,1398
S02347,2347,3.78,1279
S02348,2348,3.7,1042
S02349,2349,3.99,1531
S02350,2350,3.36,923
S02351,2351,3.87,1438
S02352,2352,3.65,974
S02353,2353,3.69,1434
S02354,2354,3.14,1572
S02355,2355,2.76,940
S02356,2356,3.87,1467
S02357,2357,2.86,1312
S02358,2358,3.08,1314
S02359,2359,2.89,1348
S02360,2360,3.13,1509
S02361,2361,2.94,1557
S02362,2362,2.1,1335
S02363,2363,3.76,1451
S02364,2364,2.89,1138
S02365,2365,3.18,941
S02366,2366,2.28,909
S02367,2367,2.01,1164
S02368,2368,2.49,1480
S02369,2369,3.41,1344
S02370,2370,2.2,1038
S02371,2371,3.82,1095
S02372,2372,2.43,973
S02373,2373,2.41,1514
S02374,2374,2.36,1124
S02375,2375,2.03,1534
S02376,2376,3.54,1001
S02377,2377,3.75,1163
S02378,2378,3.23,1060
S02379,2379,2.38,1132
S02380,2380,2.57,1390
S02381,2381,2.95,1210
S02382,2382,3.91,1550
S02383,2383,2.49,1126
S02384,2384,3.46,1172
S02385,2385,2.88,1216
S02386,2386,2.6,985
S02387,2387,2.91,1190
S02388,2388,2.14,1368
S02389,2389,3.6,1477
S02390,2390,2.49,1546
S02391,2391,3.45,1303
S02392,2392,2.14,1326
S02393,2393,3.91,1274
S02394,2394,2.39,1466
S02395,2395,3.77,1151
S02396,2396,3.62,1432
S02397,2397,3.94,1206
S02398,2398,2.96,1329
S02399,2399,3.45,1574
S02400,2400,2.74,1163
S02401,2401,2.37,967
S02402,2402,2.89,1006
S02403,2403,2.33,1299
S02404,2404,3.96,1478
S02405,2405,2.19,1098
S02406,2406,3.18,1091
S02407,2407,3.25,1413
S02408,2408,3.08,1341
S02409,2409,3.32,900
S02410,2410,2.23,1257
S02411,2411,3.11,1014
S02412,2412,2.57,1499
S02413,2413,3.88,1096
S02414,2414,3.52,1503
S02415,2415,3.95,1173
S02416,2416,2.08,1059
S02417,2417,2.57,1072
S02418,2418,2.39,1444
S02419,2419,2.02,1357
S02420,2420,2.48,1484
S02421,2421,3.36,1332
S02422,2422,2.46,1380
S02423,2423,3.02,1354
S02424,2424,3.78,1095
S02425,2425,3.39,1498
S02426,2426,2.79,1208
S02427,2427,2.74,1455
S02428,2428,2.91,1393
S02429,2429,2.35,1338
S02430,2430,3.27,1549
S02431,2431,2.73,1258
S02432,2432,3.7,935
S02433,2433,3.51,933
S02434,2434,3.22,987
S02435,2435,2.73,1557
S02436,2436,2.42,915
S02437,2437,3.55,1320
S02438,2438,2.97,1452
S02439,2439,2.45,1025
S02440,2440,2.39,907
S02441,2441,2.33,1371
S02442,2442,3.55,1367
S02443,2443,2.46,1409
S02444,2444,3.05,1301
S02445,2445,2.9,1075
S02446,2446,3.16,1266
S02447,2447,3.75,1387
S02448,2448,3.74,917
S02449,2449,2.9,955
S02450,2450,2.03,934
S02451,2451,2.85,1529
S02452,2452,3.21,1472
S02453,2453,3.12,1499
S02454,2454,3.3,1246
S02455,2455,2.31,931
S02456,2456,3.29,1032
S02457,2457,2.37,1475
S02458,2458,3.5,1098
S02459,2459,2.68,1155
S02460,2460,3.42,1241
S02461,2461,2.1,1566
S02462,2462,2.82,1130
S02463,2463,3.41,1200
S02464,2464,2.45,1446
S02465,2465,3.59,925
S02466,2466,3.26,1434
S02467,2467,3.18,1552
S02468,2468,2.71,1373
S02469,2469,2.96,1286
S02470,2470,3.19,1184
S02471,2471,2.94,1349
S02472,2472,3.4,1219
S02473,2473,2.87,1055
S02474,2474,2.4,1370
S02475,2475,2.43,1319
S02476,2476,2.01,1012
S02477,2477,2.6,1550
S02478,2478,3.5,1321
S02479,2479,3.59,1497
S02480,2480,2.4,1184
S02481,2481,3.92,1471
S02482,2482,3,953
S02483,2483,3.83,1504
S02484,2484,3.41,1224
S02485,2485,3.44,1357
S02486,2486,2.17,1164
S02487,2487,2.44,1281
S02488,2488,2.02,1112
S02489,2489,3.43,1232
S02490,2490,2.69,909
S02491,2491,3.57,1257
S02492,2492,2.68,1102
S02493,2493,3.64,957
S02494,2494,2.26,1393
S02495,2495,2.35,1409
S02496,2496,2.68,1122
S02497,2497,2.82,1268
S02498,2498,2.7,1591
S02499,2499,3.53,1317
S02500,2500,2.19,1446
S02501,2501,2.7,1002
S02502,2502,3.67,1060
S02503,2503,2.13,1099
S02504,2504,3.88,1059
S02505,2505,3.97,1594
S02506,2506,2.18,1035
S02507,2507,2.58,1297
S02508,2508,2.74,1291
S02509,2509,3.55,1005
S02510,2510,3.19,1482
S02511,2511,3.29,1488
S02512,2512,3.52,953
S02513,2513,2.24,1176
S02514,2514,3.67,1010
S02515,2515,3.41,1123
S02516,2516,3.15,974
S02517,2517,3.78,1405
S02518,2518,3.4,913
S02519,2519,2.4,1381
S02520,2520,2.86,1088
S02521,2521,2.99,1263
S02522,2522,2.11,1138
S02523,2523,3.91,1300
S02524,2524,2.26,1203
S02525,2525,3.39,990
S02526,2526,3.01,1291
S02527,2527,2.05,1083
S02528,2528,3.85,916
S02529,2529,3.7,911
S02530,2530,3.05,1065
S02531,2531,2.46,1045
S02532,2532,2.24,1181
S02533,2533,2.73,1448
S02534,2534,2.51,1481
S02535,2535,3.01,1068
S02536,2536,3.93,1069
S02537,2537,3.15,1245
S02538,2538,3.78,1398
S02539,2539,3.3,1359
S02540,2540,2.95,1196
S02541,2541,3.71,1041
S02542,2542,2.94,1594
S02543,2543,3.74,952
S02544,2544,2.58,1017
S02545,2545,2.26,1264
S02546,2546,3.71,1570
S02547,2547,3.17,1035
S02548,2548,3.78,1313
S02549,2549,3.88,976
S02550,2550,2.11,1456
S02551,2551,3,917
S02552,2552,2.75,1302
S02553,2553,3.25,1104
S02554,2554,3.59,1398
S02555,2555,2.56,1223
S02556,2556,3.11,1494
S02557,2557,3.42,1461
S02558,2558,2.27,1180
S02559,2559,3.63,1065
S02560,2560,3.21,1142
S02561,2561,3.9,1378
S02562,2562,2.68,1063
S02563,2563,2.22,1223
S02564,2564,3.01,1467
S02565,2565,2.17,1450
S02566,2566,3.94,1539
S02567,2567,2.08,1533
S02568,2568,3.51,1597
S02569,2569,3.05,1107
S02570,2570,2.74,1214
S02571,2571,2.13,1203
S02572,2572,3.24,1138
S02573,2573,3.17,1123
S02574,2574,2.56,987
S02575,2575,3.82,1436
S02576,2576,2.61,1328
S02577,2577,2.9,1119
S02578,2578,3.09,1174
S02579,2579,2.2,1546
S02580,2580,3.86,965
S02581,2581,2.75,1491
S02582,2582,2.16,1322
S02583,2583,2.77,1154
S02584,2584,3.2,1024
S02585,2585,3.03,1045
S02586,2586,3.39,1514
S02587,2587,2.11,1284
S02588,2588,2.57,1346
S02589,2589,3.64,1286
S02590,2590,2.16,1282
S02591,2591,3.71,1176
S02592,2592,2.18,1281
S02593,2593,3.67,1023
S02594,2594,2.72,1166
S02595,2595,3.22,1010
S02596,2596,2.31,1280
S02597,2597,2.13,1500
S02598,2598,2.43,1057
S02599,2599,2.26,1447
S02600,2600,2.62,1498
S02601,2601,3.03,1017
S02602,2602,3.18,1227
S02603,2603,3.58,1593
S02604,2604,3.31,967
S02605,2605,3.22,1333
S02606,2606,2.82,1258
S02607,2607,2.95,1570
S02608,2608,2.83,1342
S02609,2609,3.68,1063
S02610,2610,2.46,1260
S02611,2611,2.01,1484
S02612,2612,3.3,1018
S02613,2613,2.4,1094
S02614,2614,3.78,1500
S02615,2615,3.72,1487
S02616,2616,2.15,1550
S02617,2617,2.21,1140
S02618,2618,2.99,1408
S02619,2619,3.22,1565
S02620,2620,2.55,1464
S02621,2621,3.43,1041
S02622,2622,3.19,930
S02623,2623,2.65,1122
S02624,2624,2.05,1165
S02625,2625,3.5,1181
S02626,2626,2.43,1280
S02627,2627,3.67,1455
S02628,2628,2.84,961
S02629,2629,3.15,1420
S02630,2630,3.75,970
S02631,2631,3.73,1501
S02632,2632,2.74,1435
S02633,2633,2.42,1039
S02634,2634,3.55,1215
S02635,2635,2.87,1239
S02636,2636,2.38,1489
S02637,2637,3.81,1427
S02638,2638,2.4,1440
S02639,2639,2.05,1315
S02640,2640,2.04,1366
S02641,2641,3.24,1274
S02642,2642,3.32,1190
S02643,2643,2.62,942
S02644,2644,2.64,952
S02645,2645,2.68,1131
S02646,2646,3.36,1111
S02647,2647,2.12,907
S02648,2648,3.86,1533
S02649,2649,2.45,1382
S02650,2650,4,941
S02651,2651,2.34,1232
S02652,2652,3.54,1132
S02653,2653,2.45,969
S02654,2654,2.16,915
S02655,2655,3.75,968
S02656,2656,3.72,952
S02657,2657,2.81,1584
S02658,2658,3.4,1278
S02659,2659,3.11,1362
S02660,2660,3.71,1426
S02661,2661,2.63,1578
S02662,2662,3.05,962
S02663,2663,2.97,1160
S02664,2664,2.71,1399
S02665,2665,3.78,1020
S02666,2666,2.33,1139
S02667,2667,2.3,1364
S02668,2668,3.15,1006
S02669,2669,3.31,1079
S02670,2670,2.39,915
S02671,2671,2.78,1254
S02672,2672,3.89,1208
S02673,2673,2.49,1488
S02674,2674,3.34,1504
S02675,2675,3.48,1080
S02676,2676,2.9,1073
S02677,2677,3.88,1253
S02678,2678,3.47,1253
S02679,2679,2.92,1118
S02680,2680,3.14,1554
S02681,2681,3.39,1214
S02682,2682,3.18,1333
S02683,2683,3.76,1181
S02684,2684,2.71,1158
S02685,2685,2.6,1458
S02686,2686,2.43,904
S02687,2687,2.08,1473
S02688,2688,2.09,1495
S02689,2689,3.74,1544
S02690,2690,3.36,1293
S02691,2691,3.32,1235
S02692,2692,3.23,962
S02693,2693,3.7,943
S02694,2694,2.96,1052
S02695,2695,3.74,1582
S02696,2696,2.72,1055
S02697,2697,3.85,1377
S02698,2698,3.4,1174
S02699,2699,2.51,1257
S02700,2700,3.13,1325
S02701,2701,3.07,1431
S02702,2702,2.28,1382
S02703,2703,3.18,1113
S02704,2704,2.63,978
S02705,2705,2.1,1038
S02706,2706,3.9,997
S02707,2707,3.28,1563
S02708,2708,3.75,1097
S02709,2709,3.35,1055
S02710,2710,2.71,949
S02711,2711,3.03,1378
S02712,2712,3.35,1127
S02713,2713,3.92,1356
S02714,2714,2.51,1421
S02715,2715,3.75,1048
S02716,2716,3.85,957
S02717,2717,3.34,1061
S02718,2718,3.86,1376
S02719,2719,2.8,1006
S02720,2720,3.91,1326
S02721,2721,3.41,1294
S02722,2722,2.08,1085
S02723,2723,3.81,1457
S02724,2724,2.97,1345
S02725,2725,2.92,1540
S02726,2726,3.13,1347
S02727,2727,2.3,986
S02728,2728,2.94,1148
S02729,2729,3.66,1339
S02730,2730,2.03,1156
S02731,2731,2.55,1176
S02732,2732,2,1337
S02733,2733,2.83,1415
S02734,2734,3.46,1476
S02735,2735,3.6,1101
S02736,2736,3.89,1474
S02737,2737,3.22,1554
S02738,2738,2.51,1079
S02739,2739,3.85,1585
S02740,2740,3.55,1224
S02741,2741,3.15,1522
S02742,2742,3.39,1586
S02743,2743,3.85,1374
S02744,2744,3.42,1564
S02745,2745,2.74,1299
S02746,2746,3.43,1116
S02747,2747,2.08,1352
S02748,2748,2.77,1303
S02749,2749,2.81,1139
S02750,2750,2.33,1085
S02751,2751,2.05,947
S02752,2752,2.27,1285
S02753,2753,3.31,1107
S02754,2754,3.6,1056
S02755,2755,3.98,1124
S02756,2756,2.69,1043
S02757,2757,3.2,1318
S02758,2758,3.87,1010
S02759,2759,2.33,1364
S02760,2760,3.44,1031
S02761,2761,3.51,1524
S02762,2762,2.18,1500
S02763,2763,3.72,1572
S02764,2764,3.63,1233
S02765,2765,2.07,974
S02766,2766,2.18,1311
S02767,2767,2.1,1418
S02768,2768,2.67,1524
S02769,2769,3.02,935
S02770,2770,3.06,1524
S02771,2771,2.54,1122
S02772,2772,3.82,1429
S02773,2773,2.74,1140
S02774,2774,2.09,1033
S02775,2775,2.6,1290
S02776,2776,3.06,1001
S02777,2777,2.82,1551
S02778,2778,2.55,1580
S02779,2779,2.26,1397
S02780,2780,3.64,1410
S02781,2781,3.99,1436
S02782,2782,2.66,1444
S02783,2783,2.76,1242
S02784,2784,3.24,905
S02785,2785,3.44,1093
S02786,2786,2.78,1036
S02787,2787,3.81,1372
S02788,2788,3.12,1115
S02789,2789,2.9,1248
S02790,2790,3.29,1082
S02791,2791,3.91,1067
S02792,2792,3.59,937
S02793,2793,2.08,1574
S02794,2794,2.66,1370
S02795,2795,2.94,1351
S02796,2796,2.63,1389
S02797,2797,3.4,1041
S02798,2798,3.65,1002
S02799,2799,3.46,941
S02800,2800,3.98,1046
S02801,2801,2.55,965
S02802,2802,3.75,1092
S02803,2803,3.53,1197
S02804,2804,2.72,937
S02805,2805,3.47,1401
S02806,2806,2.21,1552
S02807,2807,3.58,1517
S02808,2808,3.06,1327
S02809,2809,2.58,1563
S02810,2810,3.31,1251
S02811,2811,3.28,1225
S02812,2812,2.42,937
S02813,2813,2.06,996
S02814,2814,2.87,1007
S02815,2815,3.14,1530
S02816,2816,3.75,1050
S02817,2817,3.86,973
S02818,2818,3.06,956
S02819,2819,3.51,1234
S02820,2820,2.88,1151
S02821,2821,3.49,1153
S02822,2822,2.41,1284
S02823,2823,2.74,1355
S02824,2824,3.27,1158
S02825,2825,2.04,1364
S02826,2826,3.44,933
S02827,2827,3.67,1394
S02828,2828,2.8,1225
S02829,2829,2.9,1137
S02830,2830,3.7,1590
S02831,2831,3.55,1515
S02832,2832,2.58,1440
S02833,2833,2.65,1365
S02834,2834,3.36,1203
S02835,2835,3.13,1016
S02836,2836,2.32,1106
S02837,2837,2.62,1596
S02838,2838,3.8,1380
S02839,2839,3.38,1549
S02840,2840,3.97,1302
S02841,2841,3.53,1575
S02842,2842,3.88,1486
S02843,2843,2.43,1132
S02844,2844,3.54,1183
S02845,2845,2.04,1379
S02846,2846,3.34,908
S02847,2847,2.94,1278
S02848,2848,2.69,1502
S02849,2849,3.72,1280
S02850,2850,3.71,1561
S02851,2851,2.04,1259
S02852,2852,3.22,1075
S02853,2853,2.74,1384
S02854,2854,2.83,1304
S02855,2855,3.66,932
S02856,2856,2.62,1364
S02857,2857,3.89,1595
S02858,2858,2.36,1056
S02859,2859,3.33,1464
S02860,2860,3.34,1101
S02861,2861,2.5,1074
S02862,2862,2.65,1143
S02863,2863,3.67,1168
S02864,2864,3.52,1345
S02865,2865,2.66,973
S02866,2866,3.07,995
S02867,2867,2.12,1072
S02868,2868,2.42,1305
S02869,2869,2.97,1054
S02870,2870,2.17,1082
S02871,2871,3.69,1222
S02872,2872,3.44,1188
S02873,2873,3.89,1157
S02874,2874,3.39,1486
S02875,2875,3.88,1073
S02876,2876,3.11,1229
S02877,2877,3.2,1130
S02878,2878,3.95,1060
S02879,2879,3.28,1085
S02880,2880,2.06,1042
S02881,2881,3.45,1181
S02882,2882,3.81,1539
S02883,2883,3.59,1577
S02884,2884,3.17,926
S02885,2885,3.34,1145
S02886,2886,3.98,1386
S02887,2887,2.18,1546
S02888,2888,3.33,1101
S02889,2889,2.57,920
S02890,2890,3.28,1490
S02891,2891,3.22,1569
S02892,2892,2.31,993
S02893,2893,2.41,907
S02894,2894,3.24,1371
S02895,2895,2.26,1238
S02896,2896,2.53,1158
S02897,2897,3.67,954
S02898,2898,2.65,1447
S02899,2899,2.98,905
S02900,2900,3.88,1276
S02901,2901,2.45,1453
S02902,2902,2.78,949
S02903,2903,3.21,1011
S02904,2904,3.51,1045
S02905,2905,3.8,1129
S02906,2906,3.83,1396
S02907,2907,3.55,1205
S02908,2908,2.46,1441
S02909,2909,2.05,1360
S02910,2910,2.77,1527
S02911,2911,2.28,1125
S02912,2912,3.42,958
S02913,2913,3.32,975
S02914,2914,2.09,1327
S02915,2915,3.67,1031
S02916,2916,2.5,1397
S02917,2917,2.86,1492
S02918,2918,3.34,1204
S02919,2919,2.86,966
S02920,2920,2.88,1129
S02921,2921,2.13,1232
S02922,2922,2.8,1176
S02923,2923,3.53,1483
S02924,2924,3.83,1043
S02925,2925,2.83,1150
S02926,2926,2.85,1590
S02927,2927,3.41,979
S02928,2928,3.89,956
S02929,2929,2.53,1265
S02930,2930,2.88,1207
S02931,2931,3.59,1073
S02932,2932,3.22,1361
S02933,2933,2.22,1577
S02934,2934,3.26,1495
S02935,2935,2.37,1392
S02936,2936,3.02,1459
S02937,2937,3.06,1538
S02938,2938,3.75,1580
S02939,2939,2.92,1273
S02940,2940,2.56,1248
S02941,2941,2.46,966
S02942,2942,3.75,1229
S02943,2943,2.34,1093
S02944,2944,2.85,1054
S02945,2945,2.37,1059
S02946,2946,3.55,1595
S02947,2947,2.95,1165
S02948,2948,2.7,1067
S02949,2949,2.72,1044
S02950,2950,3.7,1085
S02951,2951,3.11,1322
S02952,2952,3.44,1356
S02953,2953,3.79,1244
S02954,2954,3.8,1453
S02955,2955,2.66,1415
S02956,2956,3.9,1003
S02957,2957,2.05,1146
S02958,2958,2.75,922
S02959,2959,3.79,1424
S02960,2960,2.55,1043
S02961,2961,2.55,1594
S02962,2962,2.61,1092
S02963,2963,3.22,1364
S02964,2964,2.88,1274
S02965,2965,3.45,1576
S02966,2966,3.79,1591
S02967,2967,3.35,1528
S02968,2968,2.41,1165
S02969,2969,3.87,1277
S02970,2970,2.53,1449
S02971,2971,2.3,1455
S02972,2972,2.18,973
S02973,2973,3.13,1337
S02974,2974,2.23,1125
S02975,2975,2.28,1207
S02976,2976,2.6,1247
S02977,2977,2.56,1375
S02978,2978,3.21,1214
S02979,2979,3.63,1424
S02980,2980,3.52,1324
S02981,2981,2.52,1423
S02982,2982,2.49,1461
S02983,2983,3.93,1148
S02984,2984,2.02,1530
S02985,2985,3.76,1468
S02986,2986,2.4,1081
S02987,2987,3.89,1005
S02988,2988,2.68,1090
S02989,2989,2.88,1036
S02990,2990,3.41,1599
S02991,2991,3.18,1019
S02992,2992,2.64,971
S02993,2993,3.11,1030
S02994,2994,3.46,1356
S02995,2995,2.08,1378
S02996,2996,2.02,951
S02997,2997,2.92,1473
S02998,2998,2.26,1018
S02999,2999,3.33,1163
S03000,3000,2.43,1138
S03001,3001,2.87,1250
S03002,3002,2.4,1154
S03003,3003,3.1,1584
S03004,3004,2.23,1208
S03005,3005,2.05,1506
S03006,3006,2.1,1394
S03007,3007,3.91,956
S03008,3008,2.28,1302
S03009,3009,3.42,966
S03010,3010,2.14,945
S03011,3011,2.22,1505
S03012,3012,3.02,1549
S03013,3013,2.93,1268
S03014,3014,3.9,1504
S03015,3015,3.89,1131
S03016,3016,3.56,1301
S03017,3017,3.2,1460
S03018,3018,2.91,922
S03019,3019,2.71,1473
S03020,3020,3.89,1166
S03021,3021,3.21,1017
S03022,3022,3.16,1499
S03023,3023,2.46,1500
S03024,3024,2.09,954
S03025,3025,3.89,1052
S03026,3026,2.63,1138
S03027,3027,2.89,1164
S03028,3028,2.23,1167
S03029,3029,3.67,1012
S03030,3030,2.06,1065
S03031,3031,3.67,1567
S03032,3032,2.28,907
S03033,3033,3.77,1116
S03034,3034,3.46,1330
S03035,3035,2.33,1191
S03036,3036,3.13,949
S03037,3037,2.63,1006
S03038,3038,2.36,908
S03039,3039,3.72,1599
S03040,3040,2.81,1355
S03041,3041,2.8,1222
S03042,3042,2.34,1208
S03043,3043,2.77,1521
S03044,3044,3.74,1044
S03045,3045,2.73,1311
S03046,3046,3.9,1013
S03047,3047,3.89,1474
S03048,3048,2.29,1298
S03049,3049,2.35,1174
S03050,3050,3.73,1023
S03051,3051,2.79,985
S03052,3052,2.01,1481
S03053,3053,2.55,946
S03054,3054,3.2,1100
S03055,3055,3.6,1175
S03056,3056,2.27,1448
S03057,3057,2.22,1029
S03058,3058,3.84,1347
S03059,3059,3.5,1288
S03060,3060,3.18,1475
S03061,3061,3.54,1162
S03062,3062,2.86,1531
S03063,3063,3.52,1177
S03064,3064,2.74,945
S03065,3065,2.49,1067
S03066,3066,3.46,1344
S03067,3067,2.84,1521
S03068,3068,3.96,945
S03069,3069,2.7,1439
S03070,3070,3.84,986
S03071,3071,3.87,1284
S03072,3072,2.48,1568
S03073,3073,3.6,1164
S03074,3074,2.87,921
S03075,3075,3.84,1349
S03076,3076,2.9,1131
S03077,3077,3.49,1085
S03078,3078,2.93,1225
S03079,3079,2.46,1082
S03080,3080,2.4,1296
S03081,3081,2.85,1380
S03082,3082,3.51,1302
S03083,3083,3.21,1362
S03084,3084,3.38,1316
S03085,3085,2.56,1101
S03086,3086,2.96,964
S03087,3087,2.09,1454
S03088,3088,3.64,916
S03089,3089,3.98,1082
S03090,3090,2.81,1290
S03091,3091,2.02,943
S03092,3092,2.34,1599
S03093,3093,3.31,1381
S03094,3094,3.22,1162
S03095,3095,3.58,1073
S03096,3096,2.51,1340
